Event	ID	Name			Wwise Object Path	Notes
	121174090	Play_Amb_Outside			\Default Work Unit\AMBIENCE\Play_Amb_Outside	
	728827549	Play_Rumble_Blend			\Default Work Unit\AMBIENCE\Play_Rumble_Blend	
	1125157986	Play_FS_Jumpandland			\Default Work Unit\PLAYER\Play_FS_Jumpandland	
	1794915827	Play_UI_ToneCall_01			\Default Work Unit\UI\Play_UI_ToneCall_01	
	2367316274	Play_HMC_Music_System_Level1			\Default Work Unit\MUSIC\Play_HMC_Music_System_Level1	
	2874393337	Play_FS_System			\Default Work Unit\PLAYER\Play_FS_System	
	3108390310	Play_EchoCall_Memory_playlist			\Default Work Unit\MEMORIES\Play_EchoCall_Memory_playlist	
	3307487220	Stop_EchoCall_Memory_playlist			\Default Work Unit\MEMORIES\Stop_EchoCall_Memory_playlist	
	4294494999	Play_M_Breath_Switch			\Default Work Unit\Play_M_Breath_Switch	

Switch Group	ID	Name			Wwise Object Path	Notes
	1062779386	Player_Speed			\Default Work Unit\Player_Speed	
	1497692813	Footstep_Material_Switcher			\Default Work Unit\Footstep_Material_Switcher	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_Speed			
	2108779966	Walk	Player_Speed			
	2689084685	Standing	Player_Speed			
	2884887403	Sneak	Player_Speed			
	481842361	Wood_Big	Footstep_Material_Switcher			
	623457828	Wood_Medium	Footstep_Material_Switcher			
	787898836	Snow	Footstep_Material_Switcher			
	1216965916	Stone	Footstep_Material_Switcher			
	1989532614	Wood_Small	Footstep_Material_Switcher			
	2195636714	Dirt	Footstep_Material_Switcher			
	2247793849	Drum	Footstep_Material_Switcher			
	2288369521	Car_Metal	Footstep_Material_Switcher			
	4248645337	Grass	Footstep_Material_Switcher			

State Group	ID	Name			Wwise Object Path	Notes
	2782712965	Level			\Default Work Unit\Level	
	4091656514	GameState			\Default Work Unit\GameState	

State	ID	Name	State Group			Notes
	0	None	Level			
	2147068364	Lvl_00	Level			
	2147068365	Lvl_01	Level			
	2147068366	Lvl_02	Level			
	2147068367	Lvl_03	Level			
	0	None	GameState			
	438105790	Outside	GameState			
	576569430	End_Memory	GameState			
	646625282	Hub	GameState			
	2295196519	Player_Died	GameState			
	2607556080	Menu	GameState			
	3074462064	Memory_Lullaby	GameState			
	3170210169	Grief_Appears	GameState			
	4198270385	Exit_Memory	GameState			

Custom State	ID	Name	State Group	Owner		Notes
	319279510	Memory_Lullaby	GameState	\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\Pl_Locomotion\Breath		
	738140557	End_Memory	GameState	\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\Pl_Locomotion\Breath		

Game Parameter	ID	Name			Wwise Object Path	Notes
	752028789	Amb_Intensity			\Default Work Unit\Amb_Intensity	
	1688601825	FS_Wettish			\Default Work Unit\FS_Wettish	
	2843219839	Dist_to_Memory			\Default Work Unit\Dist_to_Memory	
	3084119761	Meter_Wind			\Default Work Unit\Meter_Wind	

Modulator LFO	ID	Name			Wwise Object Path	Notes
	213731316	Wind_LFO			\Default Work Unit\Wind_LFO	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	371314756	Modulator Envelope (Custom)				
	1071940721	Modulator Envelope (Custom)				

Effect plug-ins	ID	Name	Type				Notes
	3746052870	Ambience_Slower	Wwise Time Stretch			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	320604290	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\AMBIENCE\Rumble\Rumble_Blend\Rumble Random\Silence_1s\Wwise Silence	
	334319207	SoundSeed Grain	SoundSeed Grain		\Actor-Mixer Hierarchy\Default Work Unit\AMBIENCE\Rumble\Rumble_Blend\Rumble Random\Rumble_Blizzard_Grain\SoundSeed Grain	
	525736750	SoundSeed Grain	SoundSeed Grain		\Actor-Mixer Hierarchy\Default Work Unit\AMBIENCE\Rain\Rain_Blend\Rain drops\SoundSeed Grain	
	540302667	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\AMBIENCE\Rumble\Rumble_Blend\Rumble Random\Silence_2s\Wwise Silence	
	965704092	SoundSeed Air Wind	SoundSeed Air Wind		\Actor-Mixer Hierarchy\Default Work Unit\AMBIENCE\Wind\Seed_Wind\SoundSeed Air Wind	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2802919	Hub_thm_1_1pre_2b1ex--Rythm STEM	C:\Users\jonas\OneDrive\Dokumenter\Historie-DD\AudioDesign\9. semseter - AD DADIU\HMC_GraduationGame\Ww_Project Grief_GraduationGame\Originals\Windows\SFX\Hub_thm_1_1pre_2b1ex--Rythm STEM_5F79D6EF.wem		\Interactive Music Hierarchy\Default Work Unit\HMC_MUSIC_SYSTEM\Hub\Hub_Lvl_00\Hub_Thm_01_Rythm\Hub_thm_1_1pre_2b1ex--Rythm STEM		297645
	4185218	Foley Footstep Soft Sole Dress Shoes Leaves And Twigs Debris Jump 01	C:\Users\jonas\OneDrive\Dokumenter\Historie-DD\AudioDesign\9. semseter - AD DADIU\HMC_GraduationGame\Ww_Project Grief_GraduationGame\Originals\Windows\SFX\Foley Footstep Soft Sole Dress Shoes Leaves And Twigs Debris Jump 01_445A8AF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\Pl_Locomotion\Footsteps\FS_Land\Foley Footstep Soft Sole Dress Shoes Leaves And Twigs Debris Jump 01		4204
	12080662	Impact Stick Drag Through Dirt And Rocks 01_01	C:\Users\jonas\OneDrive\Dokumenter\Historie-DD\AudioDesign\9. semseter - AD DADIU\HMC_GraduationGame\Ww_Project Grief_GraduationGame\Originals\Windows\SFX\Impact Stick Drag Through Dirt And Rocks 01_E0F7225F.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\Pl_Locomotion\Footsteps\FS_System\FS_Material\Dirt\Dirt_Walk\Impact Stick Drag Through Dirt And Rocks 01_01		2574
	17848032	Outside_Short_E_1p_3x--Drone STEM	C:\Users\jonas\OneDrive\Dokumenter\Historie-DD\AudioDesign\9. semseter - AD DADIU\HMC_GraduationGame\Ww_Project Grief_GraduationGame\Originals\Windows\SFX\Outside_Short_E_1p_3x--Drone STEM_5F79D6EF.wem		\Interactive Music Hierarchy\Default Work Unit\HMC_MUSIC_SYSTEM\Outside\Outside_00_01\E\Outside_Short_E_1p_3x--Drone STEM		289416
